pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
ST,4/12/23,81.3,2.82,5.4,"Raley, Brooks",665742,548384,,ball,,,,,13,Juan Soto doubles (3) on a sharp line drive to right fielder Starling Marte.,R,L,L,NYM,SD,B,,,1,2,2023,-1.77,0.39,-1.47,2.07,,,,0,6,Top,,,,,621512,,,-6.180280586,-118.2461552,-1.585063912,-15.30271665,23.5248263,-28.39205854,2.79,1.38,,,,80.8,2917,6,718610,548384,621512,624413,643446,500871,596019,592192,607043,516782,54.46,,,,,,,,44,4,Sweeper,3,2,2,3,2,3,2,3,Strategic,Standard,285,0,0.041
ST,4/12/23,81.3,2.82,5.34,"Raley, Brooks",665742,548384,,ball,,,,,13,Juan Soto doubles (3) on a sharp line drive to right fielder Starling Marte.,R,L,L,NYM,SD,B,,,0,2,2023,-1.53,-0.26,-0.81,1.17,,,,0,6,Top,,,,,621512,,,-5.144570426,-118.3208561,-2.195381226,-13.250039,24.05634133,-34.34089753,2.79,1.41,,,,80.1,2937,5.6,718610,548384,621512,624413,643446,500871,596019,592192,607043,516782,54.88,,,,,,,,44,3,Sweeper,3,2,2,3,2,3,2,3,Strategic,Standard,292,0,0.03
ST,4/12/23,82.2,2.91,5.45,"Raley, Brooks",665742,548384,,swinging_strike,,,,,13,Juan Soto doubles (3) on a sharp line drive to right fielder Starling Marte.,R,L,L,NYM,SD,S,,,0,1,2023,-1.32,-0.05,-1.06,1.8,,,,0,6,Top,,,,,621512,,,-6.379427838,-119.5725917,-1.630462613,-11.44777301,23.06834146,-32.59187554,3.15,1.57,,,,81.4,2893,5.8,718610,548384,621512,624413,643446,500871,596019,592192,607043,516782,54.71,,,,,,,,44,2,Sweeper,3,2,2,3,2,3,2,3,Strategic,Standard,289,0,-0.057
ST,4/12/23,77.4,-2.89,5.13,"Ottavino, Adam",669134,493603,,ball,,,,,14,Luis Campusano flies out to left fielder Mark Canha.,R,R,R,NYM,SD,B,,,0,0,2023,0.87,0.15,0.79,0.86,,,,0,9,Top,,,,,621512,,,6.299293329,-112.496376,-2.400420813,6.18433831,21.62978342,-30.68649433,2.98,1.13,,,,77.9,2600,6.9,718610,493603,621512,624413,643446,500871,596019,592192,607043,516782,53.63,,,,,,,,74,1,Sweeper,5,2,2,5,2,5,2,5,Standard,Standard,69,0,0.044
ST,4/11/23,83.5,2.94,5.39,"Raley, Brooks",443558,548384,,foul,,,,,4,Nelson Cruz flies out to right fielder Starling Marte.,R,R,L,NYM,SD,S,,,0,0,2023,-1.16,0.35,-0.54,2.58,,,,1,8,Top,,,,,682626,,,-5.697843211,-121.4549093,-0.648727573,-10.09742629,26.45427965,-28.83358662,3.61,1.66,30,85.5,-3,82.8,2913,6.1,718621,548384,682626,624413,643446,500871,596019,502054,607043,516782,54.42,,,,,,,,56,1,Sweeper,1,2,2,1,2,1,2,1,Standard,Standard,286,0,-0.034
ST,4/11/23,81.7,2.93,5.31,"Raley, Brooks",665742,548384,field_out,hit_into_play,,,,,4,"Juan Soto grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.",R,L,L,NYM,SD,X,4,ground_ball,2,2,2023,-1.46,0.15,-0.42,2.15,,,,0,8,Top,148.78,159.22,,,682626,,,-4.697251328,-118.7927121,-0.725488941,-12.73233034,25.56616722,-30.86508671,3.11,1.55,3,60.5,-34,81.1,2984,6.2,718621,548384,682626,624413,643446,500871,596019,502054,607043,516782,54.32,0.071,0.069,0,1,0,0,2,55,5,Sweeper,1,2,2,1,2,1,2,1,Strategic,Standard,290,0.022,-0.216
ST,4/11/23,82.7,2.88,5.24,"Raley, Brooks",665742,548384,,ball,,,,,13,"Juan Soto grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.",R,L,L,NYM,SD,B,,,1,2,2023,-1.37,0.28,-1.7,1.16,,,,0,8,Top,,,,,682626,,,-7.75223476,-120.1323405,-3.266812731,-11.48795428,25.73674305,-28.97469799,2.96,1.46,,,,82.3,2945,6.4,718621,548384,682626,624413,643446,500871,596019,502054,607043,516782,54.12,,,,,,,,55,4,Sweeper,1,2,2,1,2,1,2,1,Strategic,Standard,293,0,0.041
ST,4/11/23,81.5,2.95,5.35,"Raley, Brooks",665742,548384,,ball,,,,,7,"Juan Soto grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.",R,L,L,NYM,SD,B,,,0,0,2023,-1.27,0.33,-0.75,1.86,,,,0,8,Top,,,,,682626,,,-5.820491481,-118.6020965,-1.79020698,-10.68961289,25.08841763,-28.94613485,3.17,1.49,,,,80.6,2954,5.9,718621,548384,682626,624413,643446,500871,596019,502054,607043,516782,54.62,,,,,,,,55,1,Sweeper,1,2,2,1,2,1,2,1,Standard,Standard,289,0,0.044
ST,4/10/23,79.6,-3.03,5.07,"Ottavino, Adam",673490,493603,,ball,,,,,12,Ha-Seong Kim called out on strikes.,R,R,R,NYM,SD,B,,,0,1,2023,1.59,0.18,1.21,2.89,593428,,,2,9,Top,,,,,621512,,,6.3801197,-115.6523086,1.783281264,12.80082817,24.42339095,-31.23239082,3.32,1.48,,,,79.9,2503,6.9,718634,493603,621512,624413,641645,500871,596019,592192,607043,643446,53.59,,,,,,,,67,2,Sweeper,5,0,0,5,0,5,0,5,Standard,Standard,75,0,0.029
ST,4/10/23,81.6,-2.83,5.41,"Ottavino, Adam",630105,493603,,blocked_ball,,,,,14,Jake Cronenworth strikes out on a foul tip.,R,L,R,NYM,SD,B,,,1,2,2023,1.47,0.27,0.62,0.76,593428,,,1,9,Top,,,,,621512,,,4.988194132,-118.7130321,-4.395526723,12.76512668,24.47331569,-28.96824888,3.38,1.6,,,,82.6,2600,7.1,718634,493603,621512,624413,641645,500871,596019,592192,607043,643446,53.37,,,,,,,,66,5,Sweeper,5,0,0,5,0,5,0,5,Strategic,Standard,70,0,-0.005
ST,4/10/23,78.9,-3.03,5.12,"Ottavino, Adam",593428,493603,single,hit_into_play,,,,,5,Xander Bogaerts singles on a line drive to left fielder Mark Canha.,R,R,R,NYM,SD,X,7,line_drive,0,1,2023,1.52,-0.01,0.11,2.39,,,,0,9,Top,65.47,117.84,,,621512,,,4.022488053,-114.8362505,1.012802745,12.51036645,24.08357814,-32.75962184,3.54,1.68,221,102.4,8,79.2,2635,6.8,718634,493603,621512,624413,641645,500871,596019,592192,607043,643446,53.74,0.703,0.689,0.9,1,1,0,4,64,2,Sweeper,5,0,0,5,0,5,0,5,Standard,Standard,71,-0.007,0.439
ST,4/8/23,84.3,-2.26,5.31,"Senga, Kodai",541645,673540,field_out,hit_into_play,,,,,8,"Avisail Garcia grounds out, third baseman Eduardo Escobar to first baseman Mark Canha.",R,R,R,NYM,MIA,X,5,ground_ball,0,0,2023,1.4,-0.09,0.06,2.06,650333,,516416,2,6,Top,110.97,173.64,,,621512,,,2.621600548,-122.7925233,-1.014226361,13.59394484,24.94381143,-33.12046869,3.55,1.81,4,83.8,-27,84.6,2576,6.5,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,54,0.051,0.046,0,1,0,0,2,47,1,Sweeper,3,1,1,3,1,3,1,3,Standard,Standard,47,0.064,-0.503
ST,4/8/23,82.7,-1.91,5.64,"Senga, Kodai",516416,673540,,ball,,,,,14,Jean Segura walks.,R,R,R,NYM,MIA,B,,,2,0,2023,1.33,-0.06,0.94,1.01,650333,,,2,6,Top,,,,,621512,,,3.947832913,-120.4220444,-4.01317102,12.26350847,22.09060061,-32.25183505,3.01,1.37,,,,83.5,2593,6.6,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,53.86,,,,,,,,46,3,Sweeper,3,1,1,3,1,3,1,3,Standard,Standard,34,0,-0.044
ST,4/8/23,83.9,-2.12,5.37,"Senga, Kodai",624585,673540,,ball,,,,,14,Jorge Soler flies out to right fielder Starling Marte.   Luis Arraez to 3rd.,R,R,R,NYM,MIA,B,,,0,2,2023,1.31,-0.14,3.4,0.04,,,650333,1,6,Top,,,,,621512,,,10.23462732,-121.7093749,-5.570591912,10.66493582,27.02550632,-32.46255915,3.59,1.71,,,,84,2748,6.8,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,53.7,,,,,,,,45,3,Sweeper,3,1,1,3,1,3,1,3,Standard,Standard,32,-0.018,0.021
ST,4/8/23,81.1,-2.18,5.5,"Senga, Kodai",665862,673540,home_run,hit_into_play,,,,,9,Jazz Chisholm Jr.  homers (2) on a fly ball to right field.,R,L,R,NYM,MIA,X,,fly_ball,1,1,2023,1.14,0.11,0.46,1.98,,,,0,6,Top,211.44,65.44,,,621512,,,3.742598981,-118.1227028,-1.483308839,10.04480648,21.87800093,-31.05637479,3.63,1.76,391,105.8,26,81.7,2642,6.6,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,53.92,0.937,1.826,2,1,0,3,6,42,3,Sweeper,3,0,0,3,1,3,1,3,Standard,Standard,56,-0.083,1.015
ST,4/8/23,82.7,-1.71,5.86,"Senga, Kodai",542932,673540,,ball,,,,,14,Jon Berti strikes out swinging.,R,R,R,NYM,MIA,B,,,0,1,2023,1.36,-0.58,0.46,-0.06,,,,2,5,Top,,,,,621512,,,2.303911,-120.259539,-5.797970258,12.55671625,26.38488566,-36.75210036,3.33,1.48,,,,82.7,2722,6.6,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,53.85,,,,,,,,36,2,Sweeper,1,0,0,1,0,1,0,1,Standard,Standard,34,0,0.017
ST,4/8/23,81.8,-2.25,5.29,"Senga, Kodai",650559,673540,,foul,,,,,5,"Bryan De La Cruz grounds out, shortstop Francisco Lindor to first baseman Mark Canha.",R,R,R,NYM,MIA,S,,,1,1,2023,1.36,-0.23,-0.09,2.47,,,,0,5,Top,,,,,621512,,,2.257696073,-119.014906,0.75430208,12.27142446,25.78401376,-34.76233753,3.55,1.72,282,91.8,30,81.6,2698,6.5,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,54.02,,,,,,,,34,3,Sweeper,1,0,0,1,0,1,0,1,Standard,Standard,52,0,-0.057
ST,4/8/23,78.7,-2.13,5.46,"Senga, Kodai",650559,673540,,called_strike,,,,,5,"Bryan De La Cruz grounds out, shortstop Francisco Lindor to first baseman Mark Canha.",R,R,R,NYM,MIA,S,,,0,0,2023,1.45,-0.28,-0.03,2.31,,,,0,5,Top,,,,,621512,,,1.865766845,-114.5771076,0.559034569,12.31904897,23.18815804,-34.9494085,3.56,1.69,,,,78.6,2605,6.4,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,54.09,,,,,,,,34,1,Sweeper,1,0,0,1,0,1,0,1,Standard,Standard,48,0,-0.044
ST,4/8/23,81.4,-2.23,5.53,"Senga, Kodai",516416,673540,,foul,,,,,4,"Jean Segura grounds out, shortstop Francisco Lindor to first baseman Mark Canha.",R,R,R,NYM,MIA,S,,,0,1,2023,1.32,-0.17,-0.39,2.35,,,,1,4,Top,,,,,621512,,,1.59433818,-118.5212237,-0.146633124,12.04910802,24.22003944,-33.99573842,3.09,1.46,183,64.2,44,81.4,2713,6.4,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,54.08,,,,,,,,28,2,Sweeper,1,0,0,1,0,1,0,1,Standard,Standard,41,0,-0.034
ST,4/8/23,79.1,-2.06,5.62,"Senga, Kodai",624585,673540,field_out,hit_into_play,,,,,5,Jorge Soler pops out to second baseman Jeff McNeil.,R,R,R,NYM,MIA,X,4,popup,0,0,2023,1.3,0.1,0.01,2.91,,,,0,4,Top,133.59,162.96,,,621512,,,2.094437958,-115.1873277,0.664847518,11.26539723,20.3824103,-31.6162178,3.53,1.72,99,80.9,68,79.5,2568,6.4,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,54.08,0.003,0.004,0,1,0,0,3,27,1,Sweeper,1,0,0,1,0,1,0,1,Standard,Standard,49,0.028,-0.247
ST,4/8/23,83,-2.13,5.42,"Senga, Kodai",643265,673540,walk,ball,,,,,14,Garrett Cooper walks.,R,R,R,NYM,MIA,B,,,3,2,2023,0.66,-0.43,0.8,1.01,,,,2,3,Top,,,,,621512,,,5.411942844,-120.7238569,-2.728424101,5.257019033,25.46286103,-36.00902354,3.53,1.71,,,,83,2749,6.5,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,54,,,0.7,1,0,0,,21,7,Sweeper,1,0,0,1,0,1,0,1,Standard,Standard,42,-0.014,0.087
ST,4/8/23,82.7,-1.97,5.49,"Senga, Kodai",643265,673540,,called_strike,,,,,9,Garrett Cooper walks.,R,R,R,NYM,MIA,S,,,0,1,2023,1.57,0.12,0.78,2.11,,,,2,3,Top,,,,,621512,,,3.206304207,-120.4313233,-1.434625595,14.57996046,24.32142694,-30.89464539,3.47,1.77,,,,83,2705,6.5,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,53.96,,,,,,,,21,2,Sweeper,1,0,0,1,0,1,0,1,Standard,Standard,52,0,-0.027
ST,4/8/23,81.1,-1.91,5.54,"Senga, Kodai",542932,673540,,called_strike,,,,,5,Jon Berti flies out to center fielder Brandon Nimmo.,R,R,R,NYM,MIA,S,,,0,0,2023,0.88,-0.07,0.15,2.51,,,,0,3,Top,,,,,621512,,,2.946808565,-118.0346189,0.051061486,7.524663735,24.97019839,-33.08988303,3.33,1.46,,,,80.9,2694,6.4,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,54.1,,,,,,,,19,1,Sweeper,1,0,0,1,0,1,0,1,Strategic,Standard,50,0,-0.044
ST,4/8/23,84.7,-2.15,5.47,"Senga, Kodai",663743,673540,,ball,,,,,14,Nick Fortes called out on strikes.,R,R,R,NYM,MIA,B,,,0,1,2023,1.49,-0.1,1.01,1.43,,,,2,2,Top,,,,,621512,,,4.40428195,-123.293466,-2.877832112,14.22443631,26.01479749,-32.78727526,3.3,1.57,,,,84.8,2823,6.4,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,54.05,,,,,,,,15,2,Sweeper,1,0,0,1,0,1,0,1,Standard,Standard,43,0,0.017
ST,4/8/23,83.8,-1.97,5.63,"Senga, Kodai",650559,673540,,foul,,,,,8,Bryan De La Cruz strikes out swinging.,R,R,R,NYM,MIA,S,,,1,2,2023,0.9,0.14,-0.03,2.07,,,,1,2,Top,,,,,621512,,,2.697024486,-122.0685122,-2.096568408,8.501038455,24.2081792,-30.5746205,3.55,1.72,215,74.6,42,84.2,2628,6.5,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,54,,,,,,,,14,4,Sweeper,1,0,0,1,0,1,0,1,Standard,Standard,35,0,0
ST,4/8/23,83.1,-1.93,5.78,"Senga, Kodai",541645,673540,,foul,,,,,5,Avisail Garcia strikes out swinging.,R,R,R,NYM,MIA,S,,,2,1,2023,1.01,-0.09,0.2,2.4,,,,0,2,Top,,,,,621512,,,2.901665192,-121.1052303,-1.168706648,9.457778217,22.60766219,-33.0046908,3.55,1.81,130,65.7,64,83.7,2640,6.5,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,53.98,,,,,,,,13,4,Sweeper,1,0,0,1,0,1,0,1,Standard,Standard,35,0,-0.071
ST,4/8/23,83.8,-2.2,5.53,"Senga, Kodai",624585,673540,,swinging_strike,,,,,14,Jorge Soler strikes out swinging.,R,R,R,NYM,MIA,S,,,0,1,2023,1.38,-0.21,0.9,2.37,,643265,650333,1,1,Top,,,,,621512,,,4.446820182,-121.9931664,-0.399172469,12.74977376,26.44303754,-34.38410988,3.53,1.72,,,,83.8,2778,6.5,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,54.02,,,,,,,,4,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,38,0,-0.095
ST,4/8/23,80.5,2.96,5.44,"Raley, Brooks",650333,548384,,ball,,,,,14,Luis Arraez singles on a line drive to right fielder Starling Marte.   Bryan De La Cruz scores.    Jon Berti to 3rd.    Garrett Cooper to 2nd.,R,L,L,NYM,MIA,B,,,0,0,2023,-1.62,-0.22,0.83,1.55,650559,542932,643265,2,7,Top,,,,,621512,,,-1.634259597,-117.200398,-1.51064075,-14.53648273,24.13339945,-34.08278336,3.15,1.47,,,,79.8,2767,6,718661,548384,621512,592192,643446,500871,596019,502054,607043,516782,54.51,,,,,,,,60,1,Sweeper,5,1,1,5,1,5,1,5,Standard,Standard,289,0,0.078
ST,4/8/23,81.4,-2.03,5.66,"Senga, Kodai",624585,673540,,called_strike,,,,,9,Jorge Soler strikes out swinging.,R,R,R,NYM,MIA,S,,,0,0,2023,1.5,-0.24,0.5,1.95,,643265,650333,1,1,Top,,,,,621512,,,2.800342539,-118.4184204,-1.144833826,13.29539068,26.39194122,-34.35696932,3.5,1.71,,,,81.1,2776,6.5,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,54.01,,,,,,,,4,1,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,36,0,-0.043
ST,4/8/23,84.3,-2.02,5.57,"Senga, Kodai",643265,673540,,ball,,,,,14,Garrett Cooper singles on a ground ball to center fielder Brandon Nimmo.,R,R,R,NYM,MIA,B,,,0,1,2023,1.08,-0.15,1.48,0.72,,,,1,1,Top,,,,,621512,,,6.012966478,-122.6008858,-4.561016879,9.618043191,25.46816059,-32.98501338,3.53,1.74,,,,84.6,2656,6.6,718661,673540,621512,592192,643446,500871,596019,502054,607043,516782,53.9,,,,,,,,2,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,32,0,0.025
ST,4/8/23,81.5,2.83,5.47,"Raley, Brooks",665862,548384,field_out,hit_into_play,,,,,7,Jazz Chisholm Jr.  lines out to left fielder Tommy Pham.,R,L,L,NYM,MIA,X,7,line_drive,2,2,2023,-1.59,0.2,-0.81,2,,650559,542932,1,7,Top,72.49,112.23,,,621512,,,-5.139429316,-118.5763776,-1.534043871,-13.74486027,25.18288868,-30.16738284,3.63,1.76,254,84.4,20,81.1,2949,6.3,718661,548384,621512,592192,643446,500871,596019,502054,607043,516782,54.22,0.751,0.71,0,1,0,0,4,58,6,Sweeper,5,1,1,5,1,5,1,5,Standard,Standard,292,0.033,-0.381
ST,4/8/23,81,2.87,5.51,"Raley, Brooks",665862,548384,,foul,,,,,5,Jazz Chisholm Jr.  lines out to left fielder Tommy Pham.,R,L,L,NYM,MIA,S,,,2,2,2023,-1.84,0.3,-0.24,2.51,,650559,542932,1,7,Top,,,,,621512,,,-3.376093036,-117.8444717,-0.480139429,-16.00752697,28.42404687,-29.55014728,3.63,1.76,167,67.3,49,79.7,2902,6,718661,548384,621512,592192,643446,500871,596019,502054,607043,516782,54.48,,,,,,,,58,5,Sweeper,5,1,1,5,1,5,1,5,Standard,Standard,297,0,0
ST,4/7/23,80.1,-2.78,5.4,"Ottavino, Adam",660821,493603,,ball,,,,,11,Jesus Sanchez called out on strikes.,R,L,R,NYM,MIA,B,,,1,1,2023,1.46,0.45,-0.89,2.84,,,,2,7,Top,,,,,621512,,,1.435083369,-116.6808672,0.231676774,12.95561631,23.43379564,-28.32619234,3.43,1.58,,,,80.7,2754,6.8,718693,493603,621512,624413,643446,500871,596019,592192,607043,516782,53.69,,,,,,,,56,3,Sweeper,4,0,0,4,0,4,0,4,Standard,Standard,69,0,0.028
ST,4/7/23,81.7,2.86,5.48,"Raley, Brooks",541645,548384,,ball,,,,,13,"Avisail Garcia grounds out sharply, shortstop Francisco Lindor to first baseman Pete Alonso.",R,R,L,NYM,MIA,B,,,2,1,2023,-1.47,0.24,-0.73,1.71,,,665862,2,8,Top,,,,,621512,,,-5.201088317,-118.884174,-2.29859684,-12.80421895,24.86411029,-29.68548,3.68,1.87,,,,80.8,2832,5.9,718693,548384,621512,624413,643446,500871,596019,592192,607043,516782,54.59,,,,,,,,68,4,Sweeper,6,3,3,6,3,6,3,6,Standard,Standard,286,0,0.028
ST,4/7/23,81.4,2.96,5.43,"Raley, Brooks",541645,548384,,ball,,,,,14,"Avisail Garcia grounds out sharply, shortstop Francisco Lindor to first baseman Pete Alonso.",R,R,L,NYM,MIA,B,,,0,1,2023,-1.53,-0.16,0.9,1.57,,,665862,2,8,Top,,,,,621512,,,-1.670002401,-118.6080503,-1.775560858,-14.15288884,22.72860695,-33.52098969,3.68,1.87,,,,80.9,2852,5.8,718693,548384,621512,624413,643446,500871,596019,592192,607043,516782,54.65,,,,,,,,68,2,Sweeper,6,3,3,6,3,6,3,6,Standard,Standard,285,0,0.045
ST,4/7/23,82.4,-2.8,5.2,"Ottavino, Adam",516416,493603,,ball,,,,,14,Jean Segura called out on strikes.,R,R,R,NYM,MIA,B,,,0,2,2023,1.16,0.22,1.61,1.46,,,,1,7,Top,,,,,621512,,,7.832386695,-119.6689347,-2.287360942,9.244977739,27.01884957,-29.8115477,3.05,1.52,,,,82.6,2629,6.9,718693,493603,621512,624413,643446,500871,596019,592192,607043,516782,53.6,,,,,,,,55,3,Sweeper,4,0,0,4,0,4,0,4,Standard,Standard,73,0,0.016
ST,4/7/23,78.5,-2.85,5.29,"Ottavino, Adam",516416,493603,,foul,,,,,11,Jean Segura called out on strikes.,R,R,R,NYM,MIA,S,,,0,1,2023,1.56,0.58,-0.22,3.34,,,,1,7,Top,,,,,621512,,,2.818800123,-114.1234167,1.741974021,12.85419709,24.84760963,-27.81287483,3.1,1.46,,,,79,2624,7.1,718693,493603,621512,624413,643446,500871,596019,592192,607043,516782,53.42,,,,,,,,55,2,Sweeper,4,0,0,4,0,4,0,4,Standard,Standard,77,0,-0.034
ST,4/7/23,81.8,2.89,5.46,"Raley, Brooks",665862,548384,,foul,,,,,7,Jazz Chisholm Jr.  singles on a ground ball to center fielder Brandon Nimmo.,R,L,L,NYM,MIA,S,,,3,2,2023,-1.52,0.47,-0.52,2.12,,,,2,8,Top,,,,,621512,,,-4.722861206,-119.094558,-1.854627803,-13.49356091,23.55677733,-27.54313287,3.63,1.76,,,,81.2,2739,5.9,718693,548384,621512,624413,643446,500871,596019,592192,607043,516782,54.6,,,,,,,,67,6,Sweeper,6,3,3,6,3,6,3,6,Standard,Standard,297,0,0
ST,4/7/23,81.5,-2.78,5.29,"Ottavino, Adam",541645,493603,field_out,hit_into_play,,,,,12,Avisail Garcia pops out to second baseman Jeff McNeil.,R,R,R,NYM,MIA,X,4,popup,2,2,2023,1.16,0.02,1.1,2.75,,,,0,7,Top,176.61,150.18,,,621512,,,6.555051194,-118.4817116,0.947472432,9.516715786,24.67372778,-32.39754513,3.55,1.81,176,76,58,82.2,2688,7,718693,493603,621512,624413,643446,500871,596019,592192,607043,516782,53.51,0.049,0.052,0,1,0,0,3,54,5,Sweeper,4,0,0,4,0,4,0,4,Standard,Standard,74,0.014,-0.216
ST,4/7/23,82,-2.92,5.21,"Ottavino, Adam",541645,493603,,ball,,,,,14,Avisail Garcia pops out to second baseman Jeff McNeil.,R,R,R,NYM,MIA,B,,,1,2,2023,0.93,-0.11,1.24,0.91,,,,0,7,Top,,,,,621512,,,7.656111388,-119.0546393,-2.738461971,6.70320925,29.62261723,-32.78488237,3.63,1.9,,,,81.6,2684,6.8,718693,493603,621512,624413,643446,500871,596019,592192,607043,516782,53.69,,,,,,,,54,4,Sweeper,4,0,0,4,0,4,0,4,Standard,Standard,73,0,0.041
ST,4/7/23,81.1,-2.83,5.27,"Ottavino, Adam",541645,493603,,ball,,,,,14,Avisail Garcia pops out to second baseman Jeff McNeil.,R,R,R,NYM,MIA,B,,,0,2,2023,1.59,0.2,1.9,2.24,,,,0,7,Top,,,,,621512,,,7.584251596,-117.6661309,-0.274784973,12.47449969,29.48654201,-30.60729858,3.74,1.9,,,,80.6,2700,6.9,718693,493603,621512,624413,643446,500871,596019,592192,607043,516782,53.62,,,,,,,,54,3,Sweeper,4,0,0,4,0,4,0,4,Standard,Standard,75,0,0.03
